country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Austria,AUT,10-05-2021,3735890,2740931,1002317,43170,65622,41.48,30.43,11.13,7286,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,11-05-2021,3801853,2789958,1020206,65963,66289,42.21,30.98,11.33,7360,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,12-05-2021,3902105,2867683,1044185,100252,69479,43.33,31.84,11.59,7714,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,13-05-2021,3935989,2893958,1052591,33884,60417,43.7,32.13,11.69,6708,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,14-05-2021,4025905,2960720,1076745,89916,57704,44.7,32.87,11.96,6407,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,15-05-2021,4085731,3004794,1093528,59826,58807,45.36,33.36,12.14,6529,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,16-05-2021,4109721,3022380,1100628,23990,59572,45.63,33.56,12.22,6614,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,17-05-2021,4156841,3052806,1119060,47120,60136,46.15,33.9,12.43,6677,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,18-05-2021,4226357,3096871,1146555,69516,60643,46.93,34.39,12.73,6733,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,19-05-2021,4331696,3170888,1179839,105339,61370,48.1,35.21,13.1,6814,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,20-05-2021,4442277,3247007,1216122,110581,72327,49.32,36.05,13.5,8031,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,21-05-2021,4553089,3319576,1257240,110812,75312,50.55,36.86,13.96,8362,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,22-05-2021,4611621,3358444,1277182,58532,75127,51.2,37.29,14.18,8342,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,23-05-2021,4640829,3377657,1288629,29208,75873,51.53,37.5,14.31,8424,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,24-05-2021,4665421,3389798,1301203,24592,72654,51.8,37.64,14.45,8067,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,25-05-2021,4720125,3427537,1319693,54704,70538,52.41,38.06,14.65,7832,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,26-05-2021,4812452,3476303,1364869,92327,68679,53.43,38.6,15.15,7626,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,27-05-2021,4911369,3530812,1411970,98917,67013,54.53,39.2,15.68,7441,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,28-05-2021,5020960,3589951,1468106,109591,66839,55.75,39.86,16.3,7421,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,29-05-2021,5082978,3615088,1505354,62018,67337,56.44,40.14,16.71,7477,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,30-05-2021,5121004,3629135,1529353,38026,68596,56.86,40.3,16.98,7616,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,31-05-2021,5164410,3650523,1554051,43406,71284,57.34,40.53,17.25,7915,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,01-06-2021,5254301,3706018,1594078,89891,76311,58.34,41.15,17.7,8473,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,02-06-2021,5395995,3782709,1665761,141694,83363,59.91,42,18.5,9256,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,03-06-2021,5463524,3812968,1703782,67529,78879,60.66,42.34,18.92,8758,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,04-06-2021,5571406,3874448,1752982,107882,78635,61.86,43.02,19.46,8731,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,05-06-2021,5633891,3907646,1782612,62485,78702,62.55,43.39,19.79,8738,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,06-06-2021,5687016,3932119,1811611,53125,80859,63.14,43.66,20.11,8978,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,07-06-2021,5743740,3957520,1845490,56724,82761,63.77,43.94,20.49,9189,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,08-06-2021,5834374,4007335,1891020,90634,82868,64.78,44.49,21,9201,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,09-06-2021,5950121,4069087,1949375,115747,79161,66.07,45.18,21.64,8789,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,10-06-2021,6069589,4120599,2021921,119468,86581,67.39,45.75,22.45,9613,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,11-06-2021,6198920,4175366,2100501,129331,89645,68.83,46.36,23.32,9953,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,12-06-2021,6267708,4203199,2142125,68788,90545,69.59,46.67,23.78,10053,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,13-06-2021,6304995,4220331,2162394,37287,88283,70.01,46.86,24.01,9802,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,14-06-2021,6352916,4239550,2193043,47921,87025,70.54,47.07,24.35,9663,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,15-06-2021,6438172,4286359,2234180,85256,86257,71.48,47.59,24.81,9577,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,16-06-2021,6556087,4334991,2306073,117915,86567,72.79,48.13,25.6,9612,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,17-06-2021,6668085,4375581,2379963,111998,85499,74.04,48.58,26.43,9493,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,18-06-2021,6774316,4414350,2451236,106231,82199,75.22,49.01,27.22,9127,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,19-06-2021,6838720,4443983,2486191,64404,81573,75.93,49.34,27.6,9057,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,20-06-2021,6874440,4462739,2503224,35720,81349,76.33,49.55,27.79,9032,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Bahrain,BHR,07-03-2021,509907,308465,201442,3388,7094,29.97,18.13,11.84,4169,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,08-03-2021,512420,309741,202679,2513,6352,30.11,18.2,11.91,3733,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,09-03-2021,514559,310644,203915,2139,5556,30.24,18.26,11.98,3265,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,10-03-2021,517901,311829,206072,3342,4931,30.44,18.33,12.11,2898,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,11-03-2021,520429,312104,208325,2528,4191,30.58,18.34,12.24,2463,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,12-03-2021,522344,312119,210225,1915,3362,30.7,18.34,12.35,1976,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,13-03-2021,534625,322508,212117,12281,4015,31.42,18.95,12.47,2360,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,14-03-2021,551197,337016,214181,16572,5899,32.39,19.81,12.59,3467,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,15-03-2021,566796,349970,216826,15599,7768,33.31,20.57,12.74,4565,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,16-03-2021,580539,361241,219298,13743,9426,34.12,21.23,12.89,5540,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,17-03-2021,597446,374873,222573,16907,11364,35.11,22.03,13.08,6678,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,18-03-2021,613946,386426,227520,16500,13360,36.08,22.71,13.37,7852,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,19-03-2021,626751,396356,230395,12805,14915,36.83,23.29,13.54,8765,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,20-03-2021,640104,407322,232782,13353,15068,37.62,23.94,13.68,8855,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,21-03-2021,653236,417364,235872,13132,14577,38.39,24.53,13.86,8567,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,22-03-2021,667155,428240,238915,13919,14337,39.21,25.17,14.04,8426,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,23-03-2021,680081,439433,240648,12926,14220,39.97,25.82,14.14,8357,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,24-03-2021,694679,452551,242128,14598,13890,40.83,26.6,14.23,8163,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,25-03-2021,707980,464040,243940,13301,13433,41.61,27.27,14.34,7894,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,26-03-2021,717408,471927,245481,9428,12951,42.16,27.73,14.43,7611,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,27-03-2021,724001,478094,245907,6593,11985,42.55,28.1,14.45,7043,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,28-03-2021,735717,487640,248077,11716,11783,43.24,28.66,14.58,6925,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,29-03-2021,747008,496492,250516,11291,11408,43.9,29.18,14.72,6704,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,30-03-2021,755549,502541,253008,8541,10781,44.4,29.53,14.87,6336,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,31-03-2021,766317,510877,255440,10768,10234,45.04,30.02,15.01,6014,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,01-04-2021,775196,517603,257593,8879,9602,45.56,30.42,15.14,5643,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,02-04-2021,782530,522955,259575,7334,9303,45.99,30.73,15.25,5467,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,03-04-2021,797924,527339,270585,15394,10560,46.89,30.99,15.9,6206,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,04-04-2021,817379,530415,286964,19455,11666,48.04,31.17,16.86,6856,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,05-04-2021,836788,534356,302432,19409,12826,49.18,31.4,17.77,7538,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,06-04-2021,856326,539956,316370,19538,14397,50.33,31.73,18.59,8461,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,07-04-2021,879825,546540,333285,23499,16215,51.71,32.12,19.59,9529,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,08-04-2021,900875,552084,348791,21050,17954,52.94,32.45,20.5,10551,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,09-04-2021,919222,557298,361924,18347,19527,54.02,32.75,21.27,11476,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,10-04-2021,939068,562253,376815,19846,20163,55.19,33.04,22.14,11850,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,11-04-2021,956471,565171,391300,17403,19870,56.21,33.21,23,11677,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,12-04-2021,973982,568892,405090,17511,19599,57.24,33.43,23.81,11518,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,13-04-2021,989363,573564,415799,15381,19005,58.14,33.71,24.44,11169,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,14-04-2021,1008746,578085,430661,19383,18417,59.28,33.97,25.31,10823,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,15-04-2021,1028323,582461,445862,19577,18207,60.43,34.23,26.2,10700,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,16-04-2021,1042463,586279,456184,14140,17606,61.26,34.45,26.81,10347,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,17-04-2021,1055050,591761,463289,12587,16569,62,34.78,27.23,9737,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,18-04-2021,1077488,602644,474844,22438,17288,63.32,35.42,27.91,10160,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,19-04-2021,1097352,612834,484518,19864,17624,64.49,36.02,28.47,10357,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,20-04-2021,1118519,627047,491472,21167,18451,65.73,36.85,28.88,10843,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,21-04-2021,1137478,637548,499930,18959,18390,66.85,37.47,29.38,10808,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,22-04-2021,1149633,642572,507061,12155,17330,67.56,37.76,29.8,10185,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,23-04-2021,1156806,646919,509887,7173,16335,67.98,38.02,29.97,9600,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,24-04-2021,1168650,652170,516480,11844,16229,68.68,38.33,30.35,9538,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,25-04-2021,1180735,659990,520745,12085,14750,69.39,38.79,30.6,8668,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,26-04-2021,1193039,667979,525060,12304,13670,70.11,39.26,30.86,8034,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,27-04-2021,1206763,676945,529818,13724,12606,70.92,39.78,31.14,7408,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,28-04-2021,1216359,681686,534673,9596,11269,71.48,40.06,31.42,6623,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,29-04-2021,1224175,685353,538822,7816,10649,71.94,40.28,31.67,6258,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,30-04-2021,1235170,693423,541747,10995,11195,72.59,40.75,31.84,6579,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,01-05-2021,1246239,701922,544317,11069,11084,73.24,41.25,31.99,6514,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,02-05-2021,1264087,717024,547063,17848,11907,74.29,42.14,32.15,6998,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,03-05-2021,1283303,732644,550659,19216,12895,75.42,43.06,32.36,7578,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,04-05-2021,1301773,747409,554364,18470,13573,76.5,43.92,32.58,7977,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,05-05-2021,1318506,759975,558531,16733,14592,77.49,44.66,32.82,8576,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,06-05-2021,1334658,772205,562453,16152,15783,78.44,45.38,33.05,9275,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,07-05-2021,1347062,780894,566168,12404,15985,79.17,45.89,33.27,9394,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,08-05-2021,1357817,787455,570362,10755,15940,79.8,46.28,33.52,9368,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,09-05-2021,1375967,797181,578786,18150,15983,80.86,46.85,34.01,9393,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,10-05-2021,1394873,806143,588730,18906,15939,81.98,47.38,34.6,9367,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,11-05-2021,1416118,813728,602390,21245,16335,83.22,47.82,35.4,9600,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,12-05-2021,1434023,821210,612813,17905,16502,84.28,48.26,36.01,9698,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,13-05-2021,1440591,823452,617139,6568,15133,84.66,48.39,36.27,8893,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,14-05-2021,1447963,826748,621215,7372,14414,85.1,48.59,36.51,8471,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,15-05-2021,1456417,830033,626384,8454,14086,85.59,48.78,36.81,8278,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,16-05-2021,1472955,838719,634236,16538,13855,86.56,49.29,37.27,8142,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,17-05-2021,1489951,847764,642187,16996,13583,87.56,49.82,37.74,7983,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,18-05-2021,1506875,855529,651346,16924,12965,88.56,50.28,38.28,7619,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,19-05-2021,1519373,861398,657975,12498,12193,89.29,50.62,38.67,7166,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,20-05-2021,1531600,868121,663479,12227,13001,90.01,51.02,38.99,7641,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
